τ,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,,,,,,,,,
0.005,1.0,1.0,1.0,0.9855072463768116,1.0,1.0,1.0,1.0,1.0
0.01,1.0,0.9873417721518988,1.0,0.9746835443037974,1.0,1.0,1.0,1.0,1.0
0.015,1.0,0.9879518072289156,1.0,0.9759036144578314,1.0,1.0,1.0,1.0,1.0
0.02,1.0,0.9883720930232558,1.0,0.9767441860465116,1.0,1.0,1.0,1.0,1.0
0.025,1.0,0.989247311827957,1.0,0.978494623655914,1.0,1.0,1.0,1.0,1.0
0.03,1.0,0.989247311827957,1.0,0.978494623655914,1.0,1.0,1.0,1.0,1.0
0.035,1.0,0.9893617021276596,1.0,0.9787234042553191,1.0,1.0,1.0,1.0,1.0
0.04,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.045,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.05,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.055,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.06,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.065,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.07,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.075,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.08,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.085,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.09,1.0,0.9897959183673469,1.0,0.9693877551020408,1.0,1.0,1.0,1.0,1.0
0.095,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.1,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.105,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.11,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.115,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.12,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.125,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.13,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.135,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.14,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.145,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.15,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.155,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.16,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.165,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.17,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.175,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.18,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.185,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.19,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.195,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.2,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.205,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.21,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.215,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.22,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.225,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.23,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.235,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.24,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.245,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.25,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.255,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.26,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.265,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.27,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.275,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.28,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.285,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.29,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.295,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.3,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.305,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.31,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.315,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.32,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.325,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.33,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.335,1.0,0.98989898989899,1.0,0.9595959595959596,1.0,1.0,1.0,1.0,1.0
0.34,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.345,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.35,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.355,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.36,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.365,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.37,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.375,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.38,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.385,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.39,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.395,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.4,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.405,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.41,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.415,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.42,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.425,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.43,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.435,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.44,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.445,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.45,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.455,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.46,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.465,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.47,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.475,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.48,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.485,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.49,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.495,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
0.5,1.0,0.99,1.0,0.96,1.0,1.0,1.0,1.0,1.0
