τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,,,
0.005,0.9709302325581395,0.9883720930232558,0.9883720930232558,0.9186046511627907,0.813953488372093,0.8604651162790697,0.9011627906976745,0.9011627906976745,0.8953488372093024,0.6511627906976745,0.9011627906976745,0.9534883720930233,0.9883720930232558,0.9883720930232558,0.9534883720930233,0.9767441860465116,0.9069767441860465
0.01,0.9204545454545454,0.9857954545454546,0.9857954545454546,0.8352272727272727,0.7414772727272727,0.7443181818181818,0.7954545454545454,0.8011363636363636,0.7926136363636364,0.6392045454545454,0.8011363636363636,0.9261363636363636,0.9659090909090909,0.9886363636363636,0.9630681818181818,0.9659090909090909,0.8068181818181818
0.015,0.8455445544554455,0.9861386138613861,0.9861386138613861,0.7584158415841584,0.6475247524752475,0.6633663366336634,0.7148514851485148,0.7188118811881188,0.7108910891089109,0.5801980198019802,0.7049504950495049,0.8910891089108911,0.9386138613861386,0.9742574257425742,0.9584158415841584,0.9603960396039604,0.7287128712871287
0.02,0.8423728813559322,0.9864406779661017,0.9864406779661017,0.7305084745762712,0.6169491525423729,0.6423728813559322,0.6847457627118644,0.6864406779661016,0.6830508474576271,0.5576271186440678,0.6813559322033899,0.8813559322033898,0.9288135593220339,0.9745762711864406,0.9542372881355933,0.9525423728813559,0.6949152542372882
0.025,0.84472049689441,0.9875776397515528,0.9860248447204969,0.703416149068323,0.5854037267080745,0.6257763975155279,0.6614906832298136,0.6583850931677019,0.6599378881987578,0.5450310559006211,0.6708074534161491,0.8757763975155279,0.9239130434782609,0.9736024844720497,0.9472049689440993,0.9487577639751553,0.672360248447205
0.03,0.8451127819548873,0.9864661654135338,0.9849624060150376,0.6902255639097744,0.5729323308270676,0.6240601503759399,0.6526315789473685,0.6481203007518797,0.6526315789473685,0.5428571428571428,0.6661654135338346,0.869172932330827,0.9187969924812031,0.9699248120300752,0.9458646616541353,0.9488721804511279,0.6706766917293233
0.035,0.8435171385991058,0.9865871833084948,0.9850968703427719,0.6885245901639344,0.5707898658718331,0.6214605067064084,0.6497764530551415,0.6453055141579732,0.6512667660208644,0.5409836065573771,0.6646795827123696,0.8688524590163934,0.9195230998509687,0.970193740685544,0.9463487332339792,0.9478390461997019,0.6676602086438153
0.04,0.8444444444444444,0.9866666666666667,0.9851851851851852,0.6874074074074074,0.5703703703703704,0.6222222222222222,0.6488888888888888,0.6444444444444445,0.6503703703703704,0.5407407407407407,0.6651851851851852,0.8681481481481481,0.9185185185185185,0.9703703703703703,0.9466666666666667,0.9481481481481482,0.6681481481481482
0.045,0.8444444444444444,0.9866666666666667,0.9851851851851852,0.6874074074074074,0.5703703703703704,0.6222222222222222,0.6488888888888888,0.6444444444444445,0.6503703703703704,0.5407407407407407,0.6651851851851852,0.8681481481481481,0.9185185185185185,0.9703703703703703,0.9466666666666667,0.9481481481481482,0.6681481481481482
0.05,0.844903988183161,0.9867060561299852,0.9852289512555391,0.6868537666174298,0.5716395864106352,0.6233382570162481,0.6484490398818316,0.6440177252584933,0.6514032496307238,0.5420974889217134,0.6661742983751846,0.8685376661742984,0.9187592319054653,0.9704579025110783,0.946824224519941,0.948301329394387,0.6691285081240768
0.055,0.844903988183161,0.9867060561299852,0.9852289512555391,0.6868537666174298,0.5716395864106352,0.6233382570162481,0.6484490398818316,0.6440177252584933,0.6514032496307238,0.5420974889217134,0.6661742983751846,0.8685376661742984,0.9187592319054653,0.9704579025110783,0.946824224519941,0.948301329394387,0.6691285081240768
0.06,0.845360824742268,0.9867452135493373,0.9852724594992637,0.6848306332842415,0.5714285714285714,0.6244477172312224,0.646539027982327,0.6421207658321061,0.6524300441826215,0.5419734904270986,0.6656848306332842,0.8674521354933726,0.9189985272459499,0.9705449189985272,0.946980854197349,0.9484536082474226,0.6671575846833578
0.065,0.8441176470588235,0.986764705882353,0.9852941176470589,0.6838235294117647,0.5705882352941176,0.6235294117647059,0.6455882352941177,0.6411764705882353,0.6514705882352941,0.5411764705882353,0.6647058823529411,0.8661764705882353,0.9176470588235294,0.9705882352941176,0.9470588235294117,0.9470588235294117,0.6661764705882353
0.07,0.843108504398827,0.9853372434017595,0.9838709677419355,0.6818181818181818,0.5689149560117303,0.6231671554252199,0.6451612903225806,0.6407624633431085,0.6495601173020528,0.5395894428152492,0.6656891495601173,0.8665689149560117,0.9178885630498533,0.969208211143695,0.9457478005865103,0.9457478005865103,0.6642228739002932
