Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2020/dar,-0.03196640411232622,0.36408937906550076,0.0035593466340932676,0.0649379076821877
sun2021/default,-0.04234462559040556,0.3938844117701833,-0.011068236703682299,0.08121871396224073
schreiber2018/ismir2018,-0.04914948832752811,0.43097748552133724,-0.005659263331855049,0.09233464309630515
schreiber2018/cnn,-0.0708730795288176,0.4513950238411967,-0.0020430045302599234,0.07680799453727526
schreiber2018/fcn,-0.11145289521670887,0.4610378232266395,0.0019621422825699814,0.0686662574074453
boeck2015/tempodetector2016_default,-0.04233683442701728,0.4659548765311284,0.001813540565771163,0.06875798312795493
boeck2019/multi_task,-0.2412208985788104,0.47119987471798674,0.0023625348575105247,0.07475764113870853
schreiber2017/ismir2017,-0.17425160524012318,0.4837335795561417,-0.001836567740844342,0.08519840873656706
schreiber2014/default,-0.19236774870645823,0.4903936657943537,-0.00836774870645821,0.08330554250750122
boeck2019/multi_task_hjdb,-0.26544060767074557,0.4913069444800804,-8.051006809483396e-05,0.0762447423058102
echonest/version_3_2_1,-0.17073722791030507,0.49985995548173445,-0.003815418598830136,0.11125272160002653
schreiber2017/mirex2017,-0.25919433940595454,0.49997364533345423,-0.00043945190379112553,0.07011822828867409
oliveira2010/ibt,0.015609931101935242,0.5026175413898645,-0.01031488140167054,0.0972459327844151
klapuri2006/percival2014,-0.057228022833080906,0.5082359257982112,-0.004152835336686692,0.08182784758304192
percival2014/stem,-0.17828147624112503,0.5136686531299595,-0.00011155123968271697,0.07331034647503566
zplane/auftakt_v3,-0.08102073062767158,0.5192424512500781,-0.008945543131277364,0.10992046229523852
davies2009/mirex_qm_tempotracker,0.07972296927541424,0.5222331703426127,0.019363569263875738,0.07417283127002941
gkiokas2012/default,-0.13126658808134914,0.5599888895563165,0.0009785244164874007,0.08214770582555883
scheirer1998/percival2014,-0.17664712219349482,0.5889599415219534,0.022806057077690494,0.1565950393962096
